Month,Department,Budgeted Amount,Actual Spending,Variance
Mar,HR,13817,13306,-511
Jan,Finance,7581,5315,-2266
Nov,Finance,12873,12905,32
Jul,HR,11311,13234,1923
Sep,Sales,6260,7674,1414
Feb,IT,17609,14912,-2697
Aug,Finance,10633,9995,-638
Dec,Sales,5642,4249,-1393
Aug,Operations,15224,17029,1805
Mar,Operations,12107,13228,1121
Sep,HR,14446,12119,-2327
Jun,IT,6985,5644,-1341
Jun,IT,7713,7931,218
Sep,HR,11443,12738,1295
Sep,HR,14951,13206,-1745
Sep,Finance,14697,14285,-412
Mar,HR,10660,13013,2353
Feb,Operations,9294,7464,-1830
Mar,Operations,9673,10768,1095
Oct,IT,7731,6658,-1073
Jan,HR,10462,9878,-584
Nov,HR,11034,12490,1456
Apr,Sales,6480,6829,349
May,HR,13271,13088,-183
Mar,IT,6718,6816,98
Apr,IT,12181,13796,1615
Apr,Finance,15961,18507,2546
Jul,IT,17808,18731,923
Aug,HR,17869,19364,1495
Mar,HR,5041,7783,2742
Jul,Marketing,18770,19884,1114
Oct,IT,7715,8365,650
Dec,Operations,18055,19635,1580
Mar,Finance,8036,5567,-2469
Jul,Sales,5646,7752,2106
Apr,Finance,18769,19125,356
Nov,IT,14702,16476,1774
Mar,Operations,9928,10202,274
Jul,Finance,19844,20468,624
Feb,Finance,16743,16794,51
Jun,Operations,10966,10991,25
Apr,Operations,15442,15427,-15
May,Operations,10310,7369,-2941
Oct,Sales,19239,16710,-2529
Apr,Operations,18896,18477,-419
Apr,Finance,7494,5356,-2138
Oct,Finance,5646,4363,-1283
May,Marketing,14262,11623,-2639
Jun,IT,8523,6101,-2422
Nov,Operations,19396,19319,-77
Mar,Operations,8083,5461,-2622
Jul,IT,19667,22193,2526
Nov,IT,14430,14304,-126
Jul,HR,17777,15598,-2179
Jul,Sales,5369,4716,-653
Apr,Finance,13066,14494,1428
May,Marketing,8710,10981,2271
Oct,Marketing,10330,8102,-2228
Jul,Sales,15838,14135,-1703
May,HR,10394,9515,-879
Apr,Operations,12904,9975,-2929
Sep,Operations,12237,14265,2028
Sep,Operations,14257,14195,-62
Aug,HR,10416,10749,333
Sep,Operations,8961,7322,-1639
Feb,Finance,15966,15510,-456
Mar,IT,19983,19009,-974
Feb,Operations,15858,16826,968
Aug,Sales,5957,7421,1464
Aug,Sales,12281,14900,2619
Sep,Marketing,14984,14791,-193
Jan,Sales,17137,18288,1151
Jun,Sales,15024,15528,504
Jun,Sales,7483,5865,-1618
Nov,Marketing,16663,14379,-2284
Jul,Sales,6739,7860,1121
Sep,Marketing,16602,18222,1620
Dec,Sales,10588,10838,250
May,IT,7067,4509,-2558
Dec,Finance,7803,9468,1665
Aug,IT,13614,12733,-881
Feb,IT,14436,16838,2402
May,HR,17075,15562,-1513
Jan,Marketing,14697,12493,-2204
Nov,HR,5959,5676,-283
Mar,Marketing,11885,9572,-2313
Feb,IT,17779,17121,-658
Apr,IT,9940,9547,-393
Dec,HR,12283,9911,-2372
Aug,Operations,18858,16951,-1907
Aug,Finance,12002,11156,-846
Jul,HR,12834,9990,-2844
Apr,HR,11075,8226,-2849
Nov,Operations,18159,18045,-114
Apr,Finance,17822,18990,1168
Dec,HR,7970,10640,2670
May,Operations,12480,14853,2373
Aug,HR,16166,18740,2574
Feb,Finance,18242,18436,194
Sep,Sales,17708,16735,-973
Mar,IT,16538,13849,-2689
Sep,Finance,16474,16956,482
Mar,Finance,14030,16212,2182
Aug,Marketing,18082,20044,1962
Oct,IT,17185,15318,-1867
Apr,Finance,7942,8618,676
Oct,Marketing,16794,18668,1874
Sep,Marketing,9411,9087,-324
Jun,Finance,9145,7667,-1478
Oct,HR,8609,8103,-506
Jul,Sales,5494,6365,871
Aug,HR,16869,17413,544
Dec,Operations,10070,11910,1840
Dec,IT,11645,11532,-113
Mar,IT,12791,13859,1068
Nov,Operations,18279,16976,-1303
Oct,Marketing,5168,4213,-955
Oct,Operations,9180,7403,-1777
Apr,HR,11726,12128,402
Mar,Sales,8790,9021,231
Dec,HR,5436,2778,-2658
Oct,HR,8622,5776,-2846
May,Sales,12542,10877,-1665
Jun,Finance,18599,20380,1781
Oct,Marketing,19918,19409,-509
Jun,Sales,13092,14006,914
Mar,Sales,19139,21689,2550
Nov,Finance,11281,10878,-403
May,IT,7618,7613,-5
Mar,Operations,14432,14813,381
May,Sales,5310,3349,-1961
Aug,Operations,8121,7240,-881
Oct,HR,6966,4987,-1979
Nov,Marketing,19910,20337,427
Mar,IT,19500,19326,-174
Apr,Sales,16589,19498,2909
Jul,IT,7926,10375,2449
Aug,IT,7771,6019,-1752
Mar,Operations,7279,8177,898
Jan,Marketing,15661,14113,-1548
Aug,Marketing,15367,12463,-2904
Jul,HR,14383,14194,-189
Dec,HR,7362,9743,2381
Dec,Operations,14181,15684,1503
Dec,Sales,12389,12226,-163
Jul,HR,6666,8654,1988
Jul,HR,11557,10000,-1557
Mar,Sales,15341,14104,-1237
Apr,Finance,5618,5540,-78
Nov,Finance,11173,10663,-510
Aug,IT,9749,7493,-2256
Oct,Operations,7191,7011,-180
Apr,Finance,11236,9282,-1954
Mar,HR,5400,3458,-1942
Jul,Finance,11957,12877,920
Oct,Marketing,13114,14334,1220
Nov,Finance,9801,11051,1250
Mar,Marketing,7960,9608,1648
May,Operations,12437,14530,2093
Apr,Sales,16419,14659,-1760
Mar,HR,15694,17647,1953
Sep,Marketing,18828,16480,-2348
Dec,Finance,19623,21564,1941
May,Operations,11836,9254,-2582
Oct,Finance,17126,14484,-2642
Mar,IT,8750,7772,-978
Feb,Marketing,12721,13701,980
Dec,Sales,16125,16779,654
Oct,IT,5933,6302,369
Jul,Finance,9523,6980,-2543
May,IT,16786,14708,-2078
Sep,Sales,8540,7380,-1160
Nov,Operations,19168,22138,2970
Aug,Operations,6993,8995,2002
Jul,Sales,12264,11050,-1214
Aug,IT,18106,17375,-731
Feb,IT,12257,10817,-1440
Apr,Marketing,19657,17219,-2438
May,HR,5938,7778,1840
Dec,IT,9254,10680,1426
Sep,Sales,17560,19997,2437
Jan,Operations,17093,14428,-2665
Feb,Sales,15263,14840,-423
Jun,Marketing,15500,15613,113
Mar,Operations,5377,3051,-2326
Aug,IT,10387,10900,513
Nov,HR,7792,7470,-322
Sep,Marketing,8947,7896,-1051
Jul,Finance,12890,11668,-1222
Dec,Finance,18789,21435,2646
Feb,HR,5481,8000,2519
Jun,IT,8401,8654,253
Aug,Finance,16272,15288,-984
Dec,Marketing,19252,19483,231
Aug,Operations,16657,14474,-2183
Apr,Operations,9437,9777,340
Jul,Marketing,5599,7404,1805
Aug,HR,8765,10109,1344
Jun,IT,6620,4940,-1680
Feb,HR,11624,11352,-272
Aug,Operations,7028,9628,2600
Jun,Marketing,12600,12590,-10
Feb,Marketing,15360,17530,2170
Sep,Finance,11086,14071,2985
Mar,HR,12703,9950,-2753
Feb,Operations,14605,14178,-427
Aug,HR,16065,18154,2089
Feb,Sales,16808,15679,-1129
Dec,Finance,15237,15106,-131
Sep,IT,8978,9327,349
Jun,HR,17737,15146,-2591
Oct,IT,9979,12067,2088
Sep,Marketing,5775,5256,-519
Jun,Sales,5078,7630,2552
Jun,Finance,17219,15481,-1738
Sep,IT,19858,20127,269
Mar,Sales,15210,13092,-2118
Feb,HR,14983,17827,2844
Apr,HR,13294,12268,-1026
Oct,IT,12082,9524,-2558
Apr,Operations,12470,12126,-344
Jun,Operations,15285,13685,-1600
Jul,Marketing,19262,21612,2350
Oct,Marketing,18791,16156,-2635
Sep,Finance,8737,7686,-1051
Apr,Marketing,7561,10326,2765
Aug,Finance,8905,7507,-1398
May,Sales,6012,8109,2097
Mar,Marketing,16524,18197,1673
Dec,Finance,10275,13126,2851
Mar,Operations,13550,13497,-53
May,IT,6179,8568,2389
Aug,Operations,13911,11019,-2892
Dec,Finance,12134,10649,-1485
May,HR,18882,16720,-2162
Feb,Sales,8473,10738,2265
Mar,HR,8473,8763,290
Aug,Operations,11781,13842,2061
Aug,Finance,16580,15873,-707
May,Sales,8648,6527,-2121
Dec,HR,8750,11493,2743
Dec,Sales,16782,17307,525
Nov,Operations,14775,13287,-1488
Jun,Marketing,18468,16868,-1600
Apr,Finance,16336,18086,1750
Feb,Operations,10920,11624,704
Aug,IT,11632,14014,2382
Nov,IT,8988,7632,-1356
Mar,IT,14675,15671,996
Aug,Finance,14210,11508,-2702
Jul,IT,11252,12997,1745
Jun,Sales,11762,9457,-2305
Nov,HR,16804,16696,-108
Dec,Finance,14791,14095,-696
Dec,HR,11302,10153,-1149
Oct,Sales,9119,7994,-1125
Sep,Operations,12167,14880,2713
Oct,HR,15239,15369,130
May,Marketing,8437,8577,140
Oct,Operations,8013,8791,778
Jun,Sales,6725,6447,-278
Oct,Operations,13845,12155,-1690
Dec,HR,8273,9165,892
May,HR,8857,10958,2101
Aug,Marketing,13739,13218,-521
Jan,IT,6751,5530,-1221
Dec,Operations,5399,3138,-2261
May,Marketing,6397,6938,541
Jun,Sales,19004,17080,-1924
Nov,Operations,9211,10202,991
Aug,Operations,7847,5061,-2786
Mar,Sales,7633,7703,70
May,Sales,5352,6746,1394
Feb,Sales,12142,14152,2010
Jan,HR,8462,5795,-2667
Sep,Operations,12056,11487,-569
May,IT,15167,13362,-1805
Dec,Sales,19854,19500,-354
Mar,HR,14026,11027,-2999
Dec,HR,7662,7412,-250
Oct,Sales,12847,9965,-2882
Feb,Marketing,10904,11711,807
Aug,Sales,9195,7487,-1708
Oct,Sales,7306,9035,1729
Mar,Finance,15585,16555,970
Jun,IT,17978,15115,-2863
Sep,Sales,5060,5029,-31
Nov,Finance,18494,20498,2004
Oct,Operations,8850,11759,2909
May,Finance,8861,7770,-1091
Aug,HR,17859,20413,2554
Jul,HR,13462,11271,-2191
Apr,Sales,17620,17744,124
Jun,HR,16526,18887,2361
Mar,Marketing,17877,20124,2247
Dec,IT,7572,9611,2039
Oct,Finance,15179,16028,849
Mar,Sales,11290,14132,2842
Oct,Sales,6330,9201,2871
Aug,Operations,5508,4377,-1131
Oct,Operations,11065,10931,-134
Jul,Finance,11827,13247,1420
Aug,Operations,5645,7257,1612
Oct,IT,14098,15970,1872
Jun,Finance,17432,16925,-507
Nov,Sales,7675,7527,-148
Apr,Marketing,5195,6854,1659
Nov,IT,18554,15716,-2838
Aug,Marketing,11138,9624,-1514
Feb,Operations,9785,10589,804
Jun,Operations,6726,4434,-2292
Jul,Operations,14951,14451,-500
Nov,IT,5961,3341,-2620
Jul,Sales,18869,18188,-681
Mar,Marketing,15701,18308,2607
Jul,Operations,6899,4193,-2706
Dec,HR,8041,6762,-1279
Oct,HR,14741,14447,-294
Jun,Sales,10153,10974,821
Aug,Operations,16778,14773,-2005
Feb,Sales,8149,8192,43
Jul,HR,17220,16326,-894
Jun,Marketing,17259,15271,-1988
Oct,Operations,11225,9076,-2149
Dec,Marketing,10162,12625,2463
Dec,Operations,17628,19458,1830
Sep,Sales,14795,16773,1978
Jan,HR,17243,16220,-1023
Aug,Marketing,15565,17570,2005
Apr,Sales,14152,12445,-1707
Jan,Operations,13466,11170,-2296
Oct,HR,7373,6305,-1068
May,HR,12274,10005,-2269
Jan,HR,7577,9686,2109
Sep,Finance,10507,11665,1158
Aug,Finance,5607,5751,144
Dec,Sales,17610,16008,-1602
Nov,Marketing,15202,17466,2264
Apr,Sales,16090,13632,-2458
Jan,IT,18955,20843,1888
Dec,Operations,11600,13178,1578
Jan,Operations,19837,21832,1995
Aug,Sales,8684,10741,2057
Feb,Operations,15158,16764,1606
Mar,IT,14027,11036,-2991
Jul,HR,13947,15782,1835
Sep,Sales,10571,9327,-1244
Aug,HR,15748,18380,2632
Nov,IT,15805,16172,367
May,HR,11590,10889,-701
Sep,Finance,17214,17051,-163
Sep,HR,13428,14340,912
Aug,HR,10320,11337,1017
Feb,HR,15359,13160,-2199
May,HR,8221,7500,-721
Jun,Finance,14320,13114,-1206
Mar,Sales,19324,17568,-1756
Aug,Operations,12236,11028,-1208
Oct,Sales,16517,13749,-2768
Apr,Sales,19771,19864,93
Apr,Sales,8108,9010,902
Sep,Finance,19552,18698,-854
Apr,Finance,19586,20576,990
Dec,HR,18221,15493,-2728
Dec,Sales,7032,8441,1409
Oct,Operations,8114,10752,2638
Nov,Operations,15383,14369,-1014
Dec,Sales,11432,13508,2076
May,Finance,7063,8418,1355
May,Operations,9106,10831,1725
Apr,Operations,17556,15941,-1615
Apr,Sales,5789,5669,-120
Dec,IT,12659,13491,832
Mar,IT,16910,15038,-1872
Jun,Marketing,8453,8922,469
Nov,Sales,17251,16721,-530
Nov,Operations,14809,14536,-273
Sep,IT,5080,7370,2290
Jun,HR,18062,20433,2371
Jul,IT,10917,8247,-2670
Apr,Operations,5089,5299,210
May,IT,6227,8442,2215
Dec,Sales,16383,14882,-1501
May,Operations,6163,8428,2265
Aug,Finance,5849,5467,-382
Dec,Sales,12825,12620,-205
Apr,IT,5505,7017,1512
Nov,HR,5389,4276,-1113
Mar,HR,19578,17167,-2411
Jun,Finance,9572,8686,-886
Nov,Finance,7600,5165,-2435
Oct,Operations,19637,22459,2822
Oct,HR,15249,15659,410
Aug,Marketing,8043,6011,-2032
Dec,Operations,7355,7327,-28
Dec,Sales,12597,11344,-1253
Oct,Finance,6947,4584,-2363
Nov,Finance,8547,8541,-6
Jan,Marketing,6141,4451,-1690
Feb,HR,18787,17883,-904
Jan,IT,13672,14473,801
Jan,HR,7376,7699,323
Aug,Operations,10122,8836,-1286
Feb,Operations,5801,6490,689
Jun,Marketing,6288,5780,-508
Aug,Marketing,7422,5763,-1659
Jun,IT,13562,11954,-1608
Feb,Sales,12637,10344,-2293
Mar,Marketing,8916,9239,323
Jan,Operations,17456,20053,2597
Jun,IT,11676,10979,-697
Oct,Sales,19129,17259,-1870
Feb,Finance,18131,19881,1750
Mar,Sales,8788,6130,-2658
Apr,IT,10128,10443,315
Jul,Marketing,11362,13396,2034
Dec,IT,16457,15519,-938
Jul,Marketing,6246,6895,649
Mar,IT,11309,14110,2801
Mar,Marketing,7139,5094,-2045
Oct,Finance,5825,8309,2484
Jun,Sales,17437,17951,514
Oct,Marketing,12962,13958,996
Apr,HR,17112,15004,-2108
May,Operations,6052,6504,452
Feb,Sales,17432,19154,1722
Jul,Finance,5472,6422,950
May,Marketing,11383,10806,-577
Oct,Finance,12816,13819,1003
Mar,Finance,8285,5955,-2330
May,HR,15846,17276,1430
Nov,Operations,15386,12644,-2742
Oct,IT,7352,10158,2806
Jul,HR,16754,19123,2369
Dec,Finance,19073,21787,2714
Aug,HR,8375,8106,-269
Mar,Operations,13622,15617,1995
Nov,Marketing,6825,3915,-2910
Jun,HR,7052,7522,470
Sep,Operations,12581,11710,-871
Feb,IT,9269,11425,2156
Mar,Marketing,5194,3185,-2009
Oct,Sales,18846,16460,-2386
Nov,Operations,8551,5916,-2635
Dec,Finance,8102,5498,-2604
Feb,HR,16622,17838,1216
May,HR,9918,12913,2995
Oct,IT,11192,9194,-1998
Dec,Marketing,18575,20965,2390
May,Finance,11381,12926,1545
Feb,HR,15811,18653,2842
Dec,Operations,10364,12474,2110
Jan,Marketing,6768,6333,-435
Jun,IT,9474,9643,169
Sep,IT,9841,8901,-940
Apr,IT,13077,14053,976
Jul,Operations,16797,17667,870
Sep,HR,14082,16492,2410
May,Sales,7830,5718,-2112
Sep,Finance,7675,10224,2549
Sep,Sales,6976,4623,-2353
Jun,Sales,7989,6269,-1720
May,Sales,11877,9162,-2715
Jun,HR,6424,4350,-2074
May,Marketing,11135,9020,-2115
Jul,Sales,17945,17560,-385
Nov,IT,13760,12809,-951
Sep,IT,18541,20820,2279
Apr,Sales,13378,11158,-2220
Mar,Operations,14494,17195,2701
Jun,IT,5245,3888,-1357
Feb,IT,6370,5133,-1237
Nov,Operations,8893,9992,1099
Dec,Marketing,11921,10174,-1747
Jan,Finance,6036,4427,-1609
Nov,Marketing,19393,21611,2218
Jun,IT,18659,17907,-752
Oct,IT,6568,8525,1957
Jul,Finance,7701,8997,1296
Sep,Marketing,18569,17653,-916
Feb,HR,13227,12489,-738
May,HR,18505,19657,1152
Feb,HR,19442,20943,1501
Dec,IT,11525,13151,1626
Apr,Marketing,7958,7716,-242
Apr,IT,12553,14138,1585
Jul,Sales,12825,15245,2420
Sep,Marketing,10786,13480,2694
Sep,Marketing,17290,14403,-2887
Jul,Sales,12085,13567,1482
Jul,IT,19462,19861,399
Jun,HR,6605,8116,1511
Apr,Sales,13282,13926,644
Jul,Sales,6412,8640,2228
Jan,Sales,6024,4394,-1630
May,IT,18749,16914,-1835
Feb,Sales,15378,18355,2977
Apr,Marketing,15154,15272,118
Sep,Marketing,8448,10854,2406
Feb,HR,6661,3691,-2970
Oct,IT,9205,7265,-1940
Apr,HR,13769,14312,543
Aug,Sales,10133,11570,1437
Jan,Operations,11021,8760,-2261
Feb,IT,10701,8484,-2217
Feb,Operations,13681,15009,1328
Nov,Marketing,7562,5957,-1605
Jan,HR,17167,18300,1133
Apr,Operations,14743,13833,-910
May,HR,15496,15953,457
Sep,Marketing,18040,16693,-1347
Jun,Finance,18756,17488,-1268
Jan,HR,7767,7104,-663
Nov,Sales,16958,15343,-1615
Oct,Finance,10985,12277,1292
Jan,Finance,8424,7055,-1369
Sep,Finance,9990,10008,18
Feb,Sales,9936,8713,-1223
Apr,IT,13569,16474,2905
Oct,HR,14277,13080,-1197
Oct,Sales,5015,7118,2103
Jul,Operations,14023,16165,2142
Feb,IT,10388,10990,602
Sep,Finance,11692,10372,-1320
May,IT,8484,10470,1986
Aug,Sales,8399,9446,1047
Feb,Marketing,6984,7302,318
Mar,Operations,14531,17496,2965
Feb,Operations,17692,18867,1175
Jun,Marketing,6104,9069,2965
Sep,HR,14450,11834,-2616
Jul,IT,19841,19356,-485
Sep,HR,14448,16488,2040
Jan,Sales,19197,21722,2525
Jan,Finance,16247,18118,1871
Apr,IT,6906,9741,2835
Jul,IT,12550,11653,-897
Jul,Marketing,9653,8574,-1079
Dec,IT,18160,19024,864
Aug,Sales,10294,9322,-972
May,Sales,6744,7857,1113
Sep,Sales,13290,13934,644
Oct,Finance,5022,7514,2492
Feb,HR,19304,18512,-792
Mar,IT,16593,16745,152
Sep,Sales,9586,10583,997
Dec,HR,19725,19687,-38
Aug,Finance,18552,18244,-308
Jan,Marketing,16406,14565,-1841
Sep,IT,11426,11792,366
Jan,HR,5499,3977,-1522
Aug,Marketing,19843,20112,269
May,Operations,13874,14656,782
May,Finance,10656,9674,-982
Dec,IT,18050,20918,2868
Oct,IT,7019,6241,-778
Mar,IT,15235,14775,-460
Sep,Finance,12264,15236,2972
Oct,Marketing,7295,7101,-194
Dec,Marketing,9691,11854,2163
Dec,Sales,6153,6069,-84
Nov,Finance,12939,14411,1472
Jun,Finance,15411,15574,163
Jun,Operations,15714,15730,16
Nov,Operations,13110,10888,-2222
Nov,Finance,12182,9604,-2578
Jun,Sales,5867,5994,127
May,Operations,19906,19198,-708
Apr,HR,15603,18146,2543
Feb,HR,15304,13526,-1778
Jun,Marketing,17022,18578,1556
Feb,Operations,12606,12991,385
Sep,Finance,18904,20146,1242
Sep,Sales,17329,18056,727
Mar,Marketing,17217,18980,1763
Nov,Sales,14760,15032,272
Mar,Finance,15591,12973,-2618
Jun,Sales,12735,14185,1450
Feb,Marketing,14976,13365,-1611
Jun,IT,11900,11651,-249
Apr,Operations,15248,12901,-2347
May,IT,5381,6939,1558
Jul,Finance,16072,17474,1402
Dec,Operations,18357,20473,2116
Apr,Marketing,8135,8645,510
Nov,Marketing,18436,17271,-1165
Sep,Sales,14231,17018,2787
Jul,HR,9200,9029,-171
Nov,IT,8470,8515,45
Aug,Operations,5749,3811,-1938
Jul,Marketing,16073,16766,693
Feb,IT,11713,10290,-1423
Feb,IT,15688,15801,113
Mar,Sales,17469,18718,1249
Nov,Sales,8524,11358,2834
Jul,Finance,6803,4861,-1942
Aug,Operations,14820,17354,2534
Jun,HR,12389,14830,2441
Apr,Finance,14059,15913,1854
Feb,Marketing,10167,10685,518
May,Operations,14114,15031,917
May,Finance,6407,9332,2925
Oct,Finance,13131,11463,-1668
May,Finance,13318,12201,-1117
Aug,IT,15493,13599,-1894
Dec,Sales,7522,7233,-289
Oct,HR,15488,13210,-2278
Mar,HR,9713,9970,257
May,Sales,14561,17268,2707
Jun,Marketing,7843,5842,-2001
Jun,IT,13653,16196,2543
Feb,HR,6422,5353,-1069
Nov,HR,5605,7370,1765
Jan,Finance,15625,13856,-1769
Jan,Sales,6868,5117,-1751
Apr,Operations,15498,13178,-2320
Feb,Sales,16237,13460,-2777
Jan,HR,9276,7367,-1909
Sep,Operations,12693,13694,1001
May,HR,11748,11071,-677
Nov,HR,7985,6116,-1869
Feb,HR,16520,17669,1149
Jun,Sales,19165,16889,-2276
Oct,Marketing,5877,5923,46
Apr,Finance,12590,12714,124
Jul,Sales,17175,18611,1436
Oct,Sales,10645,12427,1782
Jan,Sales,14784,12703,-2081
Mar,Sales,13104,10243,-2861
Dec,Marketing,7788,6687,-1101
Feb,Operations,11127,10172,-955
Apr,IT,9061,10789,1728
Nov,Finance,18805,21540,2735
Jun,Operations,11695,8978,-2717
Apr,Operations,7511,4663,-2848
Feb,IT,16047,17123,1076
Jul,HR,6754,7958,1204
Apr,Sales,13959,12942,-1017
Feb,IT,6547,4055,-2492
Dec,HR,10167,11341,1174
Jun,HR,9394,9090,-304
Jan,Marketing,5400,5202,-198
Aug,Operations,16607,16382,-225
Mar,Operations,14072,11280,-2792
Sep,Marketing,17876,20417,2541
Jan,IT,17103,18125,1022
Aug,Marketing,8674,7178,-1496
Feb,HR,5385,5270,-115
Oct,IT,15141,14119,-1022
May,Operations,19367,17889,-1478
Dec,Sales,18404,15970,-2434
Aug,Finance,9590,10982,1392
May,Sales,5659,5851,192
Mar,Sales,12470,10014,-2456
Sep,Finance,13676,13432,-244
May,Sales,18556,18759,203
Nov,Marketing,8768,10244,1476
Jun,Marketing,7682,9998,2316
Jun,Sales,17316,20118,2802
Sep,IT,14017,12078,-1939
Oct,Marketing,16288,14343,-1945
Mar,Marketing,15536,14448,-1088
Jun,Finance,8199,7188,-1011
Aug,Sales,13556,10967,-2589
Dec,IT,14050,13927,-123
Apr,Sales,13199,14338,1139
Feb,Operations,16870,15322,-1548
Oct,Marketing,15504,16910,1406
Jan,Operations,18044,18876,832
Apr,Operations,18153,16558,-1595
Jun,IT,5747,5022,-725
Nov,HR,18163,20447,2284
Sep,Finance,12434,14937,2503
May,Marketing,17227,15164,-2063
Aug,HR,14984,12211,-2773
Dec,Sales,12181,9309,-2872
Dec,IT,7269,8476,1207
Mar,Operations,8787,8876,89
Apr,IT,17911,19471,1560
Jan,IT,5466,4859,-607
Jun,Sales,18497,19451,954
Aug,IT,16409,15035,-1374
Jun,Sales,18137,17831,-306
Jul,HR,16791,13903,-2888
Nov,Marketing,12194,10478,-1716
Feb,Sales,8008,10847,2839
Jan,IT,12326,13241,915
Aug,Sales,16515,15541,-974
Jan,IT,6290,8720,2430
Mar,Sales,6068,6526,458
Mar,Sales,10104,8023,-2081
Feb,Marketing,16050,14893,-1157
Nov,Sales,14059,11381,-2678
Feb,IT,18506,16182,-2324
Feb,Finance,9099,11282,2183
Jan,Operations,17062,15760,-1302
Mar,HR,18482,17906,-576
Jun,IT,18070,20385,2315
Oct,IT,8231,6046,-2185
Mar,Marketing,13668,14326,658
Jul,Operations,6210,7859,1649
Aug,Operations,10942,11286,344
Aug,Marketing,7446,5073,-2373
Apr,Marketing,15327,15350,23
Mar,IT,11524,12655,1131
Sep,Marketing,11030,8541,-2489
Dec,Marketing,14494,15376,882
Sep,Operations,14490,12258,-2232
May,IT,16637,16344,-293
Jul,Marketing,15085,13186,-1899
Sep,Sales,8609,7927,-682
Dec,IT,6793,5080,-1713
Jun,HR,6062,6860,798
Oct,HR,7257,6334,-923
Sep,Marketing,17575,18591,1016
Oct,IT,10376,9778,-598
Aug,Marketing,8838,10445,1607
Mar,Operations,8428,10986,2558
Apr,Sales,10287,13169,2882
Mar,Sales,8826,11028,2202
May,Finance,18188,18440,252
Aug,Marketing,16591,18797,2206
Dec,HR,8765,5909,-2856
Jul,Sales,15222,13593,-1629
Apr,Sales,8506,8986,480
Feb,Marketing,18841,21223,2382
Sep,Operations,17333,14937,-2396
Dec,Sales,19562,20012,450
Sep,IT,17186,15539,-1647
Sep,Finance,16705,14012,-2693
Jun,HR,7251,9712,2461
May,HR,10934,13380,2446
Jul,Marketing,13552,11259,-2293
Dec,IT,13000,10743,-2257
Sep,Sales,12588,11650,-938
May,Sales,8956,6494,-2462
Feb,IT,7681,4934,-2747
Apr,Finance,13244,15808,2564
Feb,Marketing,5646,7382,1736
Aug,Sales,9509,11772,2263
Apr,Operations,6265,5505,-760
Jul,Operations,15247,17867,2620
Oct,Sales,16174,16083,-91
Dec,IT,8293,8314,21
Jun,IT,18807,20082,1275
Feb,IT,12169,11477,-692
Jul,HR,17814,17511,-303
Feb,Finance,16082,18308,2226
Feb,IT,8759,8628,-131
Jun,Marketing,14880,17376,2496
Aug,Finance,19803,21872,2069
Jan,Finance,9908,8740,-1168
Dec,Sales,7824,7106,-718
Feb,Operations,17222,17198,-24
Apr,Marketing,8816,10090,1274
Jan,HR,14506,11598,-2908
Nov,IT,14978,17154,2176
Jan,HR,9105,11161,2056
Apr,HR,7513,4747,-2766
Sep,IT,11191,11524,333
Mar,Marketing,6746,7081,335
Sep,HR,9594,7575,-2019
Jul,Finance,11984,12739,755
Jul,Finance,7034,8860,1826
Feb,HR,11866,11866,0
Mar,IT,13052,14186,1134
May,Operations,15134,18030,2896
Mar,HR,5716,8276,2560
Aug,Operations,17940,20454,2514
Feb,Operations,8108,6662,-1446
Aug,Finance,11538,10123,-1415
May,IT,6872,7511,639
Aug,Finance,14406,14126,-280
Oct,IT,17181,14224,-2957
May,IT,9053,7925,-1128
Jun,HR,6658,9032,2374
Aug,IT,19009,21203,2194
May,Operations,17420,15090,-2330
Feb,Finance,7842,7336,-506
Nov,IT,6255,9254,2999
Oct,Finance,13446,13067,-379
May,Finance,11526,9719,-1807
Jun,Marketing,15202,16062,860
Mar,HR,6104,7047,943
Mar,HR,15822,15483,-339
Sep,HR,17801,15160,-2641
Jan,Operations,19133,18741,-392
Oct,Operations,14798,16514,1716
Mar,HR,6361,3785,-2576
Nov,Sales,7194,7692,498
Feb,Finance,14714,16131,1417
Dec,HR,18783,18634,-149
Nov,Operations,5393,4452,-941
Dec,Marketing,14782,14812,30
Feb,IT,17519,15946,-1573
Jan,Sales,15316,14139,-1177
Jan,IT,18070,15668,-2402
Jan,Marketing,5977,8685,2708
Nov,IT,9672,9242,-430
Sep,IT,6800,8651,1851
Jan,Operations,6951,3960,-2991
Jan,HR,11015,9985,-1030
Apr,HR,9264,10975,1711
Sep,Finance,5515,4134,-1381
Jun,HR,8062,8748,686
Mar,Marketing,7453,6722,-731
Jul,HR,7607,8936,1329
Feb,Sales,10689,13631,2942
Mar,IT,13939,12598,-1341
Mar,Finance,11507,10802,-705
Jun,Operations,12067,11485,-582
Oct,Operations,19854,17798,-2056
May,Finance,14879,14154,-725
May,Marketing,18026,18968,942
Oct,Finance,15361,12862,-2499
May,Operations,8528,10005,1477
Jan,Operations,9159,10728,1569
Oct,IT,7574,9767,2193
Jun,Marketing,15613,13179,-2434
Mar,IT,8816,11490,2674
Nov,IT,5713,5150,-563
Jan,Operations,16662,18654,1992
Sep,HR,8315,7489,-826
Dec,IT,12221,13320,1099
Mar,Operations,8543,8694,151
Aug,Finance,7109,8751,1642
Feb,Finance,13667,15868,2201
Jul,Marketing,16648,15759,-889
Jan,Operations,14040,15058,1018
Sep,IT,5851,7374,1523
Jul,Operations,16360,14521,-1839
Jan,HR,16779,19729,2950
