date,user_id,monthly_income,monthly_expense_total,savings_rate,budget_goal,financial_scenario,credit_score,debt_to_income_ratio,loan_payment,investment_amount,subscription_services,emergency_fund,transaction_count,fraud_flag,discretionary_spending,essential_spending,income_type,rent_or_mortgage,category,cash_flow_status,financial_advice_score,financial_stress_level,actual_savings,savings_goal_met
2019-11-27,1650,3256.31,4113.42,0.31,2881.28,inflation,665.0,0.58,137.77,334.65,9,1370.47,37,0,341.89,2869.74,Mixed,1251.95,Transportation,Negative,2.9,High,0.0,0
2019-12-27,1978,3409.21,2482.21,0.13,3487.54,normal,654.0,0.11,491.2,705.43,2,1561.27,57,0,310.48,1795.41,Freelance,1166.45,Education,Positive,24.3,Medium,927.0,0
2020-01-26,1318,3417.45,2612.92,0.4,3335.81,normal,643.0,0.19,612.08,220.03,7,674.17,52,0,1073.03,1534.53,Salary,1811.29,Entertainment,Positive,24.3,Medium,804.53,0
2020-02-25,1570,2004.74,3413.53,0.05,2787.08,normal,738.0,0.38,729.66,287.77,2,622.79,58,0,350.94,2271.55,Salary,1133.48,Utilities,Neutral,47.3,High,0.0,0
2020-03-26,1345,4233.57,2846.38,0.38,3135.34,normal,615.0,0.32,426.01,955.54,4,816.89,88,0,650.56,2943.68,Salary,1095.21,Utilities,Negative,19.4,Medium,1387.19,0
2020-04-25,1818,4226.7,2268.11,0.22,2727.01,inflation,605.0,0.2,562.99,224.12,9,1790.08,54,0,556.18,3032.39,Mixed,1397.43,Utilities,Negative,38.0,Low,1958.59,0
2020-05-25,1459,6190.28,3125.66,0.22,2272.3,normal,677.0,0.22,459.49,653.92,1,1830.59,98,0,490.83,2738.41,Freelance,971.23,Healthcare,Positive,41.5,Low,3064.62,1
2020-06-24,1449,2401.46,2888.16,0.35,2382.64,normal,745.0,0.23,684.14,105.03,9,1731.16,52,1,513.74,1439.96,Salary,1580.41,Education,Positive,76.1,Low,0.0,0
2020-07-24,1581,5302.86,3549.05,0.32,3035.51,normal,650.0,0.22,774.29,45.19,9,954.31,90,0,91.94,2842.66,Salary,2227.2,Utilities,Positive,50.3,Low,1753.81,0
2020-08-23,1544,1850.88,1967.28,0.37,2701.57,inflation,677.0,0.48,267.7,424.46,8,1471.79,34,0,210.36,2398.98,Freelance,978.4,Utilities,Positive,7.6,Low,0.0,0
2020-09-22,1727,1358.55,2365.86,0.34,3088.37,recession,746.0,0.2,637.49,305.35,7,156.09,28,0,469.6,1509.22,Salary,1164.47,Utilities,Neutral,58.6,Low,0.0,0
2020-10-22,1312,4395.93,3657.93,0.35,2922.25,inflation,722.0,0.52,812.37,256.77,7,436.64,46,0,485.31,2115.45,Mixed,1046.93,Insurance,Neutral,78.2,Low,738.0,0
2020-11-21,1158,5389.36,4085.6,0.33,3435.46,normal,596.0,0.17,517.32,726.77,8,0.0,67,0,532.95,2162.79,Freelance,1635.44,Transportation,Neutral,71.4,Low,1303.76,0
2020-12-21,1452,2678.07,3800.43,0.2,2237.88,normal,676.0,0.27,577.38,286.67,3,1306.62,64,0,820.85,3015.31,Salary,1304.11,Insurance,Positive,81.0,Medium,0.0,0
2021-01-20,1736,5284.93,4356.18,0.12,2687.59,normal,637.0,0.27,571.41,146.92,6,1608.74,96,0,399.8,2329.55,Freelance,1068.35,Investments,Positive,8.2,High,928.75,0
2021-02-19,1674,3998.83,3546.31,0.14,1175.57,recession,647.0,0.21,600.0,570.29,8,1024.21,27,0,642.78,1633.35,Mixed,989.1,Groceries,Positive,32.2,Medium,452.52,0
2021-03-21,1245,4066.0,3376.66,0.14,2711.57,normal,665.0,0.4,394.57,104.21,8,1177.74,51,0,338.2,2584.37,Salary,627.25,Dining Out,Neutral,33.1,High,689.34,0
2021-04-20,1863,2318.45,3228.69,0.21,2082.23,normal,653.0,0.17,256.51,624.72,5,855.91,32,0,702.33,2617.33,Freelance,1204.39,Dining Out,Positive,12.5,Medium,0.0,0
2021-05-20,1840,4637.24,2556.45,0.33,3080.45,normal,620.0,0.17,560.37,385.03,4,835.79,31,0,522.51,1738.23,Salary,946.59,Entertainment,Negative,75.4,Low,2080.79,0
2021-06-19,1580,3826.08,3000.03,0.37,3665.75,normal,724.0,0.53,435.31,433.2,1,1791.71,63,0,482.85,1147.55,Mixed,1521.49,Dining Out,Neutral,1.2,Low,826.05,0
2021-07-19,1272,2261.97,3107.77,0.28,3460.36,normal,638.0,0.4,495.46,660.24,1,1746.74,73,0,878.43,2814.66,Salary,928.46,Education,Positive,23.6,Low,0.0,0
2021-08-18,1024,3257.44,3272.5,0.23,3237.4,recession,710.0,0.24,436.38,357.13,5,970.36,74,0,289.98,1790.8,Salary,1406.68,Insurance,Positive,95.2,Medium,0.0,0
2021-09-17,1043,3802.14,3100.35,0.19,2908.44,recession,708.0,0.11,738.5,429.62,3,1209.07,42,0,348.63,1936.03,Salary,1297.28,Dining Out,Positive,69.2,High,701.79,0
2021-10-17,1890,3937.79,4417.86,0.35,2723.54,normal,547.0,0.53,313.01,551.84,6,1468.52,75,0,580.09,2247.93,Salary,1660.24,Insurance,Positive,62.1,Low,0.0,0
2021-11-16,1042,3741.08,3457.88,0.31,3756.28,normal,631.0,0.53,304.41,689.79,7,1674.05,57,0,721.31,2571.93,Salary,769.94,Groceries,Positive,14.6,Low,283.2,0
2021-12-16,1963,3897.4,3103.26,0.28,2516.28,inflation,689.0,0.54,731.69,174.12,9,1325.74,33,0,202.25,3092.51,Salary,1382.64,Groceries,Positive,18.6,Low,794.14,0
2022-01-15,1968,3464.86,3484.6,0.19,3205.74,normal,667.0,0.23,236.69,332.75,3,1285.67,48,0,477.9,2175.25,Salary,1112.12,Utilities,Negative,73.2,High,0.0,0
2022-02-14,1899,2432.9,3479.84,0.34,2906.75,normal,655.0,0.28,281.38,215.94,6,1921.07,65,0,245.92,2505.32,Salary,1213.33,Dining Out,Positive,22.6,Low,0.0,0
2022-03-16,1076,2408.45,3925.75,0.22,2359.19,inflation,631.0,0.13,529.17,596.36,9,1366.44,52,0,646.61,2148.69,Salary,1968.44,Transportation,Positive,14.0,Low,0.0,0
2022-04-15,1802,3230.35,3510.42,0.39,2900.92,inflation,730.0,0.23,187.8,457.65,3,1363.95,99,0,619.8,3747.03,Salary,1518.64,Investments,Positive,0.5,High,0.0,0
2022-05-15,1835,2929.09,4223.08,0.19,2222.45,normal,695.0,0.57,408.24,478.22,5,735.06,82,0,499.56,1763.02,Freelance,420.21,Insurance,Positive,35.4,Low,0.0,0
2022-06-14,1616,5506.03,3462.52,0.19,3493.09,normal,628.0,0.48,467.15,715.88,1,624.59,99,0,581.59,2217.91,Salary,1586.78,Insurance,Negative,14.0,Low,2043.51,0
2022-07-14,1594,3039.13,3242.61,0.14,2722.67,normal,694.0,0.38,684.11,469.24,6,1124.47,20,0,978.5,1148.41,Salary,1801.38,Groceries,Positive,61.0,Low,0.0,0
2022-08-13,1812,4447.19,3332.54,0.27,3204.24,inflation,700.0,0.56,454.22,114.05,1,479.52,79,0,444.38,2825.77,Salary,834.39,Insurance,Negative,78.7,Medium,1114.65,0
2022-09-12,1404,3436.35,3471.92,0.14,2674.16,normal,668.0,0.25,355.3,363.18,7,687.46,77,0,507.33,3301.4,Salary,1472.01,Insurance,Negative,97.2,Low,0.0,0
2022-10-12,1654,4709.47,3255.54,0.22,2715.4,normal,736.0,0.42,529.29,309.68,9,933.11,53,0,151.66,1870.61,Mixed,829.45,Groceries,Positive,9.8,Low,1453.93,0
2022-11-11,1449,5146.83,3076.56,0.27,2449.43,recession,624.0,0.29,701.73,574.23,3,1481.68,75,0,465.31,1259.02,Salary,1549.63,Transportation,Negative,49.2,Low,2070.27,0
2022-12-11,1258,5989.19,2687.49,0.3,3194.39,normal,611.0,0.12,223.1,504.72,2,457.28,44,0,660.01,1630.53,Salary,717.67,Insurance,Positive,39.7,Medium,3301.7,1
2023-01-10,1425,3570.91,3990.86,0.28,2738.91,inflation,659.0,0.44,455.32,632.74,8,975.57,59,0,453.96,3183.33,Salary,841.4,Dining Out,Negative,4.2,Low,0.0,0
2023-02-09,1153,4090.67,2894.02,0.34,2781.05,recession,706.0,0.49,469.22,362.57,5,1927.09,26,0,310.06,2675.79,Salary,1659.98,Insurance,Positive,17.2,High,1196.65,0
2023-03-11,1495,4902.38,2061.59,0.33,2456.22,normal,670.0,0.18,764.97,778.64,3,144.86,20,0,284.91,3094.83,Freelance,1657.5,Entertainment,Neutral,27.2,Medium,2840.79,1
2023-04-10,1597,4488.76,4040.96,0.27,2510.6,normal,734.0,0.5,649.05,498.5,8,571.17,66,1,492.93,2350.71,Salary,1135.49,Insurance,Positive,39.4,Medium,447.8,0
2023-05-10,1668,3391.57,3461.23,0.36,1957.95,recession,673.0,0.26,792.47,404.69,7,1406.8,26,1,244.88,1518.37,Mixed,1596.55,Education,Negative,21.4,Low,0.0,0
2023-06-09,1868,5455.2,2106.54,0.34,2359.56,recession,682.0,0.2,820.72,372.95,1,1072.89,25,0,917.6,2009.81,Salary,1433.9,Transportation,Neutral,80.5,Medium,3348.66,1
2023-07-09,1665,3671.09,2923.05,0.08,2535.11,normal,682.0,0.38,831.75,696.62,6,1679.63,22,0,571.75,2932.55,Salary,1680.64,Education,Positive,9.4,Low,748.04,0
2023-08-08,1511,4197.88,4018.05,0.19,3251.07,normal,755.0,0.24,644.13,328.59,5,927.69,87,0,752.76,1726.36,Salary,866.47,Education,Neutral,26.5,Low,179.83,0
2023-09-07,1741,5114.97,2758.99,0.21,2332.99,normal,669.0,0.42,373.82,662.39,2,700.11,94,0,720.78,1994.66,Salary,1284.1,Transportation,Positive,66.7,High,2355.98,1
2023-10-07,1837,2693.57,3726.2,0.2,2782.88,recession,789.0,0.35,614.37,682.18,6,880.4,46,0,573.96,1762.68,Salary,740.56,Entertainment,Positive,66.2,High,0.0,0
2023-11-06,1784,4705.75,3407.7,0.14,3156.19,inflation,515.0,0.24,598.24,191.9,2,1033.55,26,0,213.2,1526.11,Salary,879.13,Rent,Neutral,36.6,High,1298.05,0
2019-01-01,1310,2957.68,3047.28,0.23,3158.17,normal,712.0,0.33,454.62,222.19,2,729.34,38,0,680.62,3148.5,Freelance,1761.49,Transportation,Negative,27.7,Medium,0.0,0
2019-01-31,1611,4443.78,3417.91,0.27,2814.65,inflation,625.0,0.38,934.69,624.31,4,1552.85,77,0,729.66,2436.83,Salary,1250.63,Rent,Negative,27.1,Low,1025.87,0
2019-03-02,1601,4779.42,2656.18,0.24,2527.14,normal,675.0,0.32,290.78,617.21,3,1611.5,42,0,274.69,1000.0,Salary,589.4,Healthcare,Neutral,80.7,Low,2123.24,0
2019-04-01,1023,3229.96,3132.34,0.12,2598.28,recession,619.0,0.2,446.65,163.61,7,1339.18,41,0,701.24,2553.28,Salary,947.93,Investments,Negative,26.1,Low,97.62,0
2019-05-01,1408,4747.29,5042.29,0.14,2273.57,inflation,611.0,0.53,153.6,309.83,7,1025.65,52,0,351.01,1000.0,Salary,1352.91,Rent,Positive,69.9,Medium,0.0,0
2019-05-31,1524,4396.98,2730.88,0.07,2800.15,inflation,641.0,0.6,491.36,0.0,6,1504.6,82,0,348.39,3055.35,Salary,1096.73,Education,Positive,71.9,High,1666.1,0
2019-06-30,1232,2786.48,2067.02,0.06,2778.54,normal,624.0,0.32,479.45,517.59,1,1295.81,21,0,519.19,2192.86,Salary,1276.32,Rent,Positive,81.7,Medium,719.46,0
2019-07-30,1226,5357.38,3129.44,0.21,2622.25,normal,685.0,0.35,691.03,378.35,5,1546.13,89,0,158.51,1000.0,Freelance,1285.23,Entertainment,Positive,14.8,High,2227.94,0
2019-08-29,1289,4172.06,2504.38,0.1,3495.42,normal,645.0,0.47,394.86,373.81,9,1349.96,68,0,731.41,1702.44,Salary,999.5,Groceries,Neutral,95.5,Medium,1667.68,0
2019-09-28,1442,2153.93,2102.76,0.23,3403.05,normal,711.0,0.43,639.59,727.82,9,1049.85,74,0,271.3,2687.07,Freelance,1178.43,Dining Out,Negative,35.4,High,51.17,0
2019-10-28,1294,2911.8,3514.78,0.17,2727.75,inflation,667.0,0.37,245.39,327.63,2,1639.53,71,0,699.62,1817.3,Salary,1324.8,Entertainment,Negative,88.5,Low,0.0,0
2019-11-27,1892,4372.83,4567.62,0.24,2492.97,normal,722.0,0.32,467.93,190.73,1,1349.67,64,0,861.98,2183.74,Freelance,1585.41,Rent,Positive,99.3,Low,0.0,0
2019-12-27,1350,5147.14,4477.98,0.38,3459.09,normal,584.0,0.58,229.5,685.28,7,783.34,90,0,561.94,2149.51,Salary,1778.79,Healthcare,Positive,59.1,High,669.16,0
2020-01-26,1168,4074.14,2901.58,0.34,3393.59,recession,588.0,0.51,369.34,201.66,9,477.53,55,0,271.68,3001.95,Salary,1006.58,Investments,Neutral,76.9,Low,1172.56,0
2020-02-25,1327,4822.96,3197.11,0.08,2918.12,normal,716.0,0.43,347.64,441.85,1,1258.67,75,0,753.5,1761.88,Salary,1638.63,Utilities,Positive,34.5,Low,1625.85,0
2020-03-26,1152,3925.88,2459.81,0.36,3537.37,recession,698.0,0.44,721.88,384.95,4,838.73,76,0,170.36,1062.95,Salary,1004.05,Groceries,Positive,36.3,Low,1466.07,0
2020-04-25,1215,4702.36,1359.84,0.24,2764.38,normal,672.0,0.21,582.83,374.05,1,965.94,63,0,534.94,2079.3,Salary,891.36,Dining Out,Positive,97.0,Medium,3342.52,1
2020-05-25,1127,5677.78,3404.97,0.38,2677.7,inflation,663.0,0.3,300.58,168.99,9,977.87,68,0,843.47,2441.82,Salary,910.48,Healthcare,Positive,34.8,Low,2272.81,0
2020-06-24,1677,3253.54,2543.71,0.21,3246.55,normal,665.0,0.56,103.94,279.75,2,1960.84,27,0,188.63,1978.84,Mixed,1068.5,Investments,Negative,29.0,Low,709.83,0
2020-07-24,1111,2817.23,3131.74,0.34,2647.89,normal,642.0,0.48,621.55,537.89,5,922.11,72,0,662.08,1537.95,Salary,796.0,Entertainment,Positive,37.0,Medium,0.0,0
2020-08-23,1329,3091.95,2254.94,0.35,3522.89,normal,617.0,0.14,498.08,416.48,5,1099.45,68,0,415.27,1866.79,Mixed,641.13,Entertainment,Positive,85.6,Medium,837.01,0
2020-09-22,1800,5678.52,3312.82,0.07,2418.67,normal,662.0,0.12,519.34,488.97,2,906.1,60,0,114.34,1495.18,Freelance,1368.04,Rent,Positive,88.7,Low,2365.7,0
2020-10-22,1997,4838.62,3257.9,0.21,1898.3,inflation,692.0,0.6,300.2,397.25,4,630.59,35,0,365.11,2172.16,Salary,1234.96,Groceries,Positive,52.7,Low,1580.72,0
2020-11-21,1842,4287.44,2376.6,0.17,3017.47,normal,647.0,0.48,714.55,450.86,3,1228.69,74,0,535.82,2761.19,Salary,521.25,Rent,Negative,45.4,Medium,1910.84,0
2020-12-21,1236,3933.04,3130.33,0.11,3209.52,normal,651.0,0.57,481.6,170.11,4,0.0,87,0,801.87,1000.0,Mixed,1082.0,Utilities,Negative,66.0,Low,802.71,0
2021-01-20,1632,3835.88,3787.06,0.21,2630.93,normal,744.0,0.35,887.31,1.16,4,188.05,58,0,509.11,3162.9,Salary,403.7,Groceries,Positive,15.2,Low,48.82,0
2021-02-19,1324,4703.7,3265.06,0.28,2445.61,normal,597.0,0.48,347.59,551.11,9,990.29,26,0,330.48,2204.13,Salary,1103.08,Rent,Positive,42.4,Low,1438.64,0
2021-03-21,1464,4958.81,2126.0,0.22,3190.56,inflation,700.0,0.59,654.82,465.46,2,470.96,61,0,528.04,2718.4,Mixed,2217.06,Entertainment,Positive,95.2,Medium,2832.81,0
2021-04-20,1024,4071.25,3059.63,0.06,2289.2,normal,662.0,0.1,581.74,109.74,2,1060.16,67,0,291.0,2144.12,Salary,1464.41,Groceries,Negative,63.8,Low,1011.62,0
2021-05-20,1661,4611.0,2383.53,0.25,2740.38,normal,706.0,0.18,329.77,379.26,8,806.13,25,0,0.0,2056.08,Salary,733.48,Education,Positive,20.9,Low,2227.47,0
2021-06-19,1206,4865.31,4036.2,0.23,2249.48,normal,667.0,0.4,595.98,579.2,4,862.97,62,0,312.48,3217.77,Salary,1387.64,Healthcare,Positive,41.6,Low,829.11,0
2021-07-19,1438,2556.53,3164.98,0.39,3140.44,normal,668.0,0.45,552.75,240.68,6,1182.77,91,0,611.6,2076.98,Salary,719.57,Rent,Positive,92.5,Low,0.0,0
2021-08-18,1698,3898.94,1240.61,0.12,2221.74,recession,649.0,0.49,468.67,976.71,2,1244.12,97,0,218.27,1994.69,Mixed,946.26,Insurance,Positive,56.8,High,2658.33,1
2021-09-17,1311,3043.73,2610.81,0.33,1881.46,normal,636.0,0.55,547.48,91.77,3,187.59,31,1,625.7,3281.68,Salary,1339.25,Insurance,Positive,2.9,High,432.92,0
2021-10-17,1632,3108.58,2515.06,0.32,2660.53,normal,626.0,0.16,456.07,480.76,8,532.33,40,0,120.81,1453.54,Salary,1388.29,Dining Out,Positive,88.9,Low,593.52,0
2021-11-16,1189,3583.03,3549.43,0.16,2783.6,normal,670.0,0.12,495.4,542.4,1,459.06,85,1,495.67,2350.72,Salary,1343.24,Utilities,Positive,94.0,High,33.6,0
2021-12-16,1581,4380.18,3799.46,0.27,2344.43,normal,555.0,0.6,672.24,369.26,2,1903.88,62,0,623.74,1203.55,Mixed,1855.51,Groceries,Positive,15.4,Medium,580.72,0
2022-01-15,1427,4726.75,3067.28,0.19,3528.87,normal,639.0,0.51,483.23,288.54,3,1174.69,28,0,434.01,3379.51,Salary,733.32,Entertainment,Neutral,66.8,Medium,1659.47,0
2022-02-14,1912,4092.12,3388.07,0.1,2752.37,recession,687.0,0.27,501.72,265.89,4,1170.45,51,0,747.78,2016.51,Salary,1678.29,Insurance,Positive,5.3,Medium,704.05,0
2022-03-16,1810,4439.23,3228.16,0.37,2745.61,normal,698.0,0.57,407.05,183.54,7,702.06,24,0,508.62,1456.06,Salary,877.71,Groceries,Neutral,60.5,Low,1211.07,0
2022-04-15,1065,4274.63,2785.96,0.06,1701.97,recession,663.0,0.34,637.03,591.07,8,1628.39,51,0,500.99,1516.58,Salary,1208.5,Investments,Positive,53.1,Low,1488.67,0
2022-05-15,1023,5338.27,3416.73,0.09,2418.28,normal,674.0,0.33,571.06,358.08,8,248.03,57,0,661.57,2744.28,Salary,728.0,Dining Out,Negative,3.9,Low,1921.54,0
2022-06-14,1854,5505.05,1723.48,0.32,2494.64,normal,637.0,0.43,437.3,526.02,3,1681.61,81,0,369.58,1805.87,Salary,897.77,Rent,Positive,16.7,Medium,3781.57,1
2022-07-14,1827,4090.24,3799.29,0.32,2928.88,normal,768.0,0.2,474.35,65.92,4,1684.55,94,0,403.24,1292.68,Freelance,1324.53,Healthcare,Positive,97.4,Low,290.95,0
2022-08-13,1369,4148.09,3089.74,0.24,2770.29,inflation,632.0,0.44,594.68,589.72,5,650.97,91,0,240.29,1659.95,Salary,1133.75,Utilities,Positive,64.5,Low,1058.35,0
2022-09-12,1198,3540.78,3251.17,0.17,2669.13,recession,727.0,0.15,672.33,494.59,4,1483.74,60,0,383.33,3120.46,Salary,1194.79,Utilities,Negative,46.2,Low,289.61,0
2022-10-12,1339,3344.13,3264.27,0.1,2244.59,inflation,610.0,0.22,277.99,0.0,6,1079.64,27,0,387.0,2750.07,Salary,1111.73,Healthcare,Neutral,85.5,Medium,79.86,0
2022-11-11,1411,3879.76,1873.07,0.06,2399.13,inflation,744.0,0.15,210.98,233.22,3,572.47,43,0,577.82,1561.96,Mixed,1532.44,Dining Out,Positive,9.1,Medium,2006.69,0
2022-12-11,1851,2905.1,3345.67,0.36,2199.02,inflation,668.0,0.35,450.09,446.8,3,1171.39,33,0,337.25,2633.49,Freelance,1426.97,Transportation,Positive,78.5,Medium,0.0,0
2023-01-10,1074,4349.98,2583.13,0.21,2382.33,recession,742.0,0.3,307.02,293.15,9,1993.79,53,0,644.55,2523.04,Freelance,443.65,Healthcare,Positive,73.2,Low,1766.85,0
2023-02-09,1893,4700.7,2729.88,0.15,1580.11,inflation,706.0,0.49,130.68,821.31,4,355.97,89,0,303.31,2025.05,Freelance,1666.02,Utilities,Negative,51.6,Low,1970.82,1
2023-03-11,1357,3687.5,4385.36,0.25,3160.27,recession,642.0,0.34,566.28,72.11,8,1370.12,79,0,386.97,2649.46,Salary,1568.05,Insurance,Positive,62.4,Low,0.0,0
2023-04-10,1394,4287.57,3232.52,0.13,2603.38,normal,724.0,0.41,449.86,271.65,1,526.75,56,0,292.89,1486.0,Freelance,657.98,Rent,Neutral,84.7,Low,1055.05,0
2023-05-10,1641,5164.49,2819.56,0.17,2912.26,normal,625.0,0.31,13.68,347.32,7,926.23,94,0,450.66,2810.69,Mixed,888.95,Insurance,Neutral,52.0,Medium,2344.93,0
2023-06-09,1787,3366.81,2423.03,0.18,2697.98,recession,694.0,0.58,468.85,592.6,7,233.59,51,0,392.11,2152.75,Mixed,1047.42,Investments,Positive,96.0,High,943.78,0
2023-07-09,1209,4549.54,1973.98,0.19,2924.06,normal,580.0,0.13,615.51,138.1,1,1656.05,59,0,739.52,2050.27,Freelance,678.67,Insurance,Positive,80.4,Medium,2575.56,0
2023-08-08,1091,5808.44,1582.42,0.1,2540.99,normal,752.0,0.52,991.13,372.37,4,1149.51,76,0,544.54,3008.7,Salary,908.81,Utilities,Neutral,19.7,Low,4226.02,1
2023-09-07,1107,5057.78,2746.16,0.29,2405.93,normal,650.0,0.23,302.74,580.91,4,1144.99,47,0,972.89,1328.22,Mixed,464.1,Transportation,Negative,61.6,Low,2311.62,0
2023-10-07,1196,2813.46,3690.77,0.08,2403.04,recession,735.0,0.13,663.07,195.56,4,1054.55,71,0,287.52,1366.33,Salary,763.96,Transportation,Positive,54.3,Medium,0.0,0
2023-11-06,1217,7085.77,2634.49,0.2,3372.32,normal,591.0,0.15,277.09,249.5,5,1285.7,68,0,935.51,2036.02,Mixed,1961.03,Dining Out,Negative,79.2,Medium,4451.28,1
2019-01-01,1833,5779.01,3841.64,0.26,3175.8,recession,771.0,0.58,707.67,194.65,6,1744.2,34,0,775.79,2857.63,Salary,1665.34,Insurance,Positive,62.0,High,1937.37,0
2019-01-31,1331,3647.96,4097.17,0.06,2428.01,normal,755.0,0.43,278.47,468.21,6,1218.43,70,0,661.48,1910.69,Mixed,824.43,Transportation,Positive,14.8,Medium,0.0,0
2019-03-02,1243,4439.75,2663.94,0.21,2382.26,normal,698.0,0.59,347.76,685.64,3,0.0,84,0,212.93,1590.17,Salary,2069.28,Education,Positive,89.8,Medium,1775.81,0
2019-04-01,1341,4180.17,3072.94,0.29,3012.24,normal,668.0,0.33,654.95,123.39,6,779.4,68,0,626.95,2732.29,Salary,1275.13,Dining Out,Neutral,4.8,Medium,1107.23,0
2019-05-01,1305,6093.49,2460.77,0.27,2312.77,normal,634.0,0.39,558.56,363.44,5,135.52,31,0,622.32,1968.09,Freelance,782.82,Healthcare,Positive,51.4,Low,3632.72,1
2019-05-31,1040,2683.18,4510.74,0.29,3209.61,inflation,667.0,0.26,554.46,758.19,5,1762.8,21,0,439.12,1752.61,Salary,1000.31,Entertainment,Positive,35.1,Medium,0.0,0
2019-06-30,1517,6721.85,3545.71,0.11,2634.83,inflation,653.0,0.14,701.41,161.24,8,1926.65,57,0,618.06,1000.0,Salary,300.0,Transportation,Positive,26.3,Low,3176.14,1
2019-07-30,1057,4316.44,3157.77,0.18,1707.87,normal,754.0,0.22,430.81,0.0,2,1437.24,53,0,315.19,2000.56,Salary,1053.3,Investments,Positive,2.6,Medium,1158.67,0
2019-08-29,1785,4853.09,3691.65,0.2,2875.84,normal,723.0,0.17,638.97,262.1,9,1478.05,20,0,726.36,2231.88,Salary,1231.71,Dining Out,Positive,84.9,Medium,1161.44,0
2019-09-28,1854,4190.03,2549.08,0.4,2804.52,normal,725.0,0.13,413.88,192.72,9,1584.57,82,0,659.97,1596.84,Salary,583.36,Groceries,Positive,12.6,Medium,1640.95,0
2019-10-28,1275,5303.49,3706.63,0.13,2385.15,normal,678.0,0.22,626.35,470.88,7,770.83,66,0,269.75,1942.42,Salary,1469.9,Investments,Negative,11.6,Low,1596.86,0
2019-11-27,1511,3766.15,4153.67,0.33,2724.38,normal,608.0,0.38,250.14,522.36,6,476.18,61,0,518.74,1398.69,Mixed,584.28,Dining Out,Neutral,89.5,Low,0.0,0
2019-12-27,1464,2264.88,2096.54,0.19,2190.87,inflation,755.0,0.4,188.86,887.66,6,112.96,60,0,576.72,3053.82,Freelance,1578.99,Investments,Positive,32.8,Low,168.34,0
2020-01-26,1882,4210.93,3379.3,0.2,2830.4,inflation,732.0,0.5,749.5,291.58,7,559.7,71,0,574.76,1266.43,Salary,1665.92,Insurance,Positive,6.6,Low,831.63,0
2020-02-25,1560,3160.51,4038.02,0.35,2401.72,normal,736.0,0.54,519.39,134.97,4,1029.3,24,0,562.39,2829.31,Freelance,1417.0,Utilities,Neutral,80.7,Low,0.0,0
2020-03-26,1037,4797.88,2182.62,0.18,2667.16,recession,645.0,0.21,236.42,149.96,4,1347.91,86,0,369.78,2961.04,Salary,1402.67,Utilities,Positive,0.6,High,2615.26,0
2020-04-25,1889,3130.77,3962.61,0.08,2756.68,inflation,717.0,0.12,720.65,417.85,2,2191.34,44,0,663.17,1322.39,Freelance,394.1,Rent,Positive,53.7,Low,0.0,0
2020-05-25,1100,3965.82,4953.48,0.21,2769.08,normal,583.0,0.39,397.29,633.23,9,562.98,85,0,381.06,3575.89,Salary,2116.54,Dining Out,Neutral,31.2,Medium,0.0,0
2020-06-24,1772,4398.16,2171.24,0.09,2223.14,normal,738.0,0.25,577.78,256.25,2,1943.22,68,0,217.05,2566.93,Salary,1338.46,Rent,Negative,21.9,Low,2226.92,1
2020-07-24,1083,5397.7,3323.68,0.29,3070.43,normal,767.0,0.26,383.68,651.95,5,608.81,83,0,90.37,3020.04,Mixed,1131.24,Groceries,Positive,74.9,Medium,2074.02,0
2020-08-23,1320,2819.15,2695.53,0.3,2501.11,normal,598.0,0.19,366.2,0.0,7,950.99,93,0,488.25,2670.41,Freelance,1246.98,Transportation,Positive,14.3,Medium,123.62,0
2020-09-22,1306,5312.17,2389.62,0.28,2533.99,normal,664.0,0.42,555.75,791.86,3,709.86,62,0,314.24,3056.14,Salary,1162.07,Education,Positive,5.7,Medium,2922.55,1
2020-10-22,1449,3999.61,2306.46,0.19,1948.06,recession,621.0,0.33,631.92,302.89,3,310.95,84,0,712.33,1000.0,Salary,1439.49,Utilities,Positive,13.0,Low,1693.15,0
2020-11-21,1168,4091.69,1648.23,0.35,2929.75,inflation,597.0,0.5,261.83,586.18,6,966.08,62,0,481.45,1602.19,Salary,1222.95,Groceries,Negative,44.4,Low,2443.46,0
2020-12-21,1404,2663.41,1965.23,0.31,2540.11,inflation,620.0,0.36,594.45,476.33,9,1178.12,22,0,331.06,2906.19,Salary,1265.56,Groceries,Neutral,90.1,Low,698.18,0
2021-01-20,1336,3353.89,1413.99,0.08,3024.85,normal,650.0,0.13,753.58,745.22,4,410.35,22,0,771.26,3507.66,Salary,1282.28,Groceries,Neutral,92.8,Medium,1939.9,0
2021-02-19,1337,3123.1,2050.47,0.14,2416.09,normal,645.0,0.23,742.91,620.34,3,1447.93,73,0,482.55,1614.11,Salary,1091.42,Investments,Neutral,74.7,High,1072.63,0
2021-03-21,1753,2989.32,2904.95,0.05,3147.07,recession,710.0,0.12,227.87,372.47,9,782.78,31,0,251.2,3179.94,Salary,1924.06,Rent,Negative,74.2,Medium,84.37,0
2021-04-20,1329,2165.57,3373.54,0.08,2678.1,normal,687.0,0.56,288.96,126.86,2,1642.24,40,0,538.03,1691.66,Salary,1514.34,Healthcare,Negative,62.2,Low,0.0,0
2021-05-20,1805,2995.55,2425.14,0.13,3368.69,normal,726.0,0.21,555.74,381.08,7,836.35,67,0,452.34,2129.96,Salary,1484.33,Healthcare,Neutral,46.5,Low,570.41,0
